P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5)
0.04514654728920115,0.04522588012079552,0.8194086574614448,0.04507476030109976,0.045144154827458774
0.0619036781133921,0.061917255101004445,0.061908464472096816,0.7523157890860217,0.06195481322748486
0.8067786262828784,0.04827059227015921,0.0483610612933419,0.04827318033439193,0.04831653981922856
0.06209502023681347,0.7514112112484824,0.06222972856235296,0.06209245129065887,0.06217158866169218
